CardID,R_Score,F_Score,M_Score,RFM_Segment,Segment
C0105778138,1,1,1,111,Other
C0105779114,4,1,3,413,Other
C0105779172,2,2,2,222,Other
C0105780834,5,5,4,554,Lovers
C0105781874,3,1,4,314,Other
C0105783266,5,5,5,555,Soulmates
C0105783339,3,3,4,334,Other
C0105783747,2,1,5,215,Other
C0105784606,5,3,5,535,Other
C0105785169,2,1,4,214,Other
C0105785338,1,1,1,111,Other
C0105785810,1,1,1,111,Other
C0105785843,1,2,4,124,Other
C0105785925,1,5,5,155,Ex-Lovers
C0105786032,3,1,1,311,Other
C0105787148,4,1,3,413,Other
C0105787619,2,2,4,224,Other
C0105787649,1,1,1,111,Other
C0105787907,2,1,4,214,Other
C0105787941,2,3,4,234,Other
C0105788109,2,3,3,233,Other
C0105788334,2,2,2,222,Other
C0105789486,1,2,5,125,Other
C0105789640,2,1,2,212,Other
C0105789908,3,2,1,321,Other
C0105790117,1,1,2,112,Other
C0105790699,4,3,3,433,Other
C0105791189,2,1,2,212,Other
C0105791944,3,1,2,312,Other
C0105792210,1,2,2,122,Other
C0105792272,3,2,4,324,Other
C0105793393,5,1,1,511,Apprentice
C0105793663,1,1,2,112,Other
C0105793743,3,3,3,333,Other
C0105794805,2,1,4,214,Other
C0105797134,2,3,3,233,Other
C0105797805,4,3,4,434,Other
C0105797904,3,2,4,324,Other
C0105799494,5,2,3,523,Other
C0105799520,4,2,2,422,Other
C0105800465,2,2,2,222,Other
C0105801849,5,1,4,514,Other
C0105801998,2,1,3,213,Other
C0105802039,1,1,3,113,Other
C0105803561,1,3,4,134,Other
C0105805416,1,1,1,111,Other
C0105805487,1,1,1,111,Other
C0105806589,2,2,4,224,Other
C0105807088,5,5,4,554,Lovers
C0105808014,1,2,4,124,Other
C0105808268,2,1,1,211,Other
C0105808334,3,2,3,323,Other
C0105808917,1,1,2,112,Other
C0105809113,4,5,5,455,Lovers
C0105809438,1,1,3,113,Other
C0105809839,5,2,4,524,Other
C0105810305,2,3,3,233,Other
C0105810432,4,5,5,455,Lovers
C0105810511,2,2,3,223,Other
C0105814016,5,5,5,555,Soulmates
C0105814868,1,2,2,122,Other
C0105816421,4,1,1,411,Other
C0105816568,4,1,2,412,Other
C0105817105,2,2,4,224,Other
C0105817533,3,5,5,355,Other
C0105817637,3,1,1,311,Other
C0105819060,3,1,1,311,Other
C0105820156,4,1,1,411,Other
C0105820292,1,1,5,115,Other
C0105820718,5,1,1,511,Apprentice
C0105821047,5,2,5,525,Other
C0105822332,1,5,3,153,Other
C0105822343,4,5,5,455,Lovers
C0105822573,2,5,3,253,Other
C0105822707,3,3,3,333,Other
C0105823685,2,2,4,224,Other
C0105824399,2,2,1,221,Other
C0105824556,4,2,5,425,Other
C0105826670,3,3,1,331,Other
C0105827371,1,1,1,111,Other
C0105828966,3,4,5,345,Other
C0105829329,1,2,1,121,Other
C0105829878,4,1,3,413,Other
C0105831516,4,1,2,412,Other
C0105831580,3,4,3,343,Other
C0105832010,5,5,3,553,Other
C0105832248,1,1,1,111,Other
C0105833041,1,1,1,111,Other
C0105836220,5,3,4,534,Other
C0105836238,5,1,2,512,Other
C0105837710,4,3,3,433,Other
C0105838593,5,5,5,555,Soulmates
C0105840435,5,2,1,521,Other
C0105840496,5,1,3,513,Other
C0105840732,3,1,1,311,Other
C0105840937,5,2,1,521,Other
C0105841013,3,4,5,345,Other
C0105842108,4,1,3,413,Other
C0105842212,2,1,3,213,Other
C0105842304,1,4,2,142,Other
C0105842349,1,5,2,152,Other
C0105842461,5,1,4,514,Other
C0105842693,3,3,3,333,Other
C0105843189,1,1,1,111,Other
C0105843989,4,5,5,455,Lovers
C0105844249,2,1,2,212,Other
C0105845039,1,1,1,111,Other
C0105845153,4,2,1,421,Other
C0105846334,3,2,5,325,Other
C0105846431,4,2,2,422,Other
C0105846481,3,2,5,325,Other
C0105846679,2,3,2,232,Other
C0105848122,5,1,5,515,Other
C0105848228,4,2,3,423,Other
C0105848634,1,1,1,111,Other
C0105849714,5,2,4,524,Other
C0105850260,2,5,5,255,Other
C0105850327,5,1,2,512,Other
C0105850365,2,4,4,244,Other
C0105851308,2,2,4,224,Other
C0105852635,3,2,1,321,Other
C0105852655,3,4,4,344,Other
C0105853410,2,2,5,225,Other
C0105853499,2,1,4,214,Other
C0105853593,4,5,1,451,Other
C0105853958,2,1,4,214,Other
C0105854094,1,1,1,111,Other
C0105854226,5,1,5,515,Other
C0105854229,3,1,4,314,Other
C0105854719,1,1,1,111,Other
C0105854951,2,3,2,232,Other
C0105855192,4,1,4,414,Other
C0105855392,3,2,4,324,Other
C0105857041,2,2,5,225,Other
C0105857288,5,4,5,545,Lovers
C0105857898,5,2,4,524,Other
C0105859290,1,1,1,111,Other
C0105859472,1,5,4,154,Other
C0105859734,5,3,3,533,Other
C0105861224,1,5,5,155,Ex-Lovers
C0105861470,5,1,1,511,Apprentice
C0105862200,4,2,1,421,Other
C0105862248,4,1,4,414,Other
C0105862418,3,2,5,325,Other
C0105863068,2,2,4,224,Other
C0105863144,3,1,3,313,Other
C0105863486,2,1,2,212,Other
C0105863533,4,3,3,433,Other
C0105863624,1,1,1,111,Other
C0105864824,2,1,4,214,Other
C0105864886,4,5,5,455,Lovers
C0105865138,5,3,1,531,Other
C0105866133,1,1,2,112,Other
C0105866162,2,2,5,225,Other
C0105867049,3,5,3,353,Other
C0105867862,1,1,1,111,Other
C0105867948,2,3,2,232,Other
C0105868633,1,1,5,115,Other
C0105868644,1,1,1,111,Other
C0105869070,1,1,5,115,Other
C0105869204,5,5,5,555,Soulmates
C0105870346,4,1,1,411,Other
C0105871869,3,2,3,323,Other
C0105871924,3,5,1,351,Other
C0105871944,5,3,3,533,Other
C0105872072,2,2,3,223,Other
C0105872492,2,1,2,212,Other
C0105873373,3,1,1,311,Other
C0105873785,1,1,1,111,Other
C0105874156,3,4,2,342,Other
C0105874499,5,5,3,553,Other
C0105875471,1,1,1,111,Other
C0105875720,1,1,3,113,Other
C0105876625,3,1,3,313,Other
C0105876871,2,3,5,235,Other
C0105877111,1,1,2,112,Other
C0105877334,2,1,2,212,Other
C0105877370,1,3,3,133,Other
C0105877434,3,3,4,334,Other
C0105877717,1,2,1,121,Other
C0105878758,4,2,2,422,Other
C0105880557,2,5,5,255,Other
C0105880631,2,2,4,224,Other
C0105881044,4,2,1,421,Other
C0105881807,2,3,3,233,Other
C0105882367,1,1,1,111,Other
C0105882437,5,2,5,525,Other
C0105883021,3,3,5,335,Other
C0105884295,1,5,2,152,Other
C0105885148,3,3,4,334,Other
C0105885191,5,5,4,554,Lovers
C0105885620,2,1,4,214,Other
C0105885932,5,5,5,555,Soulmates
C0105886017,4,2,2,422,Other
C0105886022,5,1,2,512,Other
C0105888054,4,3,5,435,Other
C0105889709,2,2,1,221,Other
C0105890395,3,2,5,325,Other
C0105890618,4,3,4,434,Other
C0105890780,1,1,1,111,Other
C0105892978,4,3,4,434,Other
C0105893069,3,3,5,335,Other
C0105894084,1,1,1,111,Other
C0105894299,5,3,5,535,Other
C0105894312,5,4,4,544,Lovers
C0105894976,3,1,1,311,Other
C0105895569,5,1,2,512,Other
C0105897144,5,4,3,543,Other
C0105897364,4,5,4,454,Lovers
C0105897450,5,2,2,522,Other
C0105898293,1,5,5,155,Ex-Lovers
C0105899120,2,2,5,225,Other
C0105900004,4,5,5,455,Lovers
C0105901840,5,3,3,533,Other
C0105902989,4,1,1,411,Other
C0105903217,2,2,4,224,Other
C0105903326,1,5,5,155,Ex-Lovers
C0105903442,5,5,5,555,Soulmates
C0105903690,2,3,1,231,Other
C0105903747,5,4,2,542,Other
C0105904997,1,5,3,153,Other
C0105906894,1,5,4,154,Other
C0105907080,5,1,3,513,Other
C0105907162,4,5,4,454,Lovers
C0105907336,5,5,5,555,Soulmates
C0105909128,1,1,3,113,Other
C0105909346,5,3,3,533,Other
C0105909439,4,2,3,423,Other
C0105910208,2,4,4,244,Other
C0105910753,3,2,3,323,Other
C0105911298,1,5,5,155,Ex-Lovers
C0105912800,3,1,1,311,Other
C0105912986,1,5,3,153,Other
C0105913208,5,5,5,555,Soulmates
C0105913829,2,3,4,234,Other
C0105913840,2,2,3,223,Other
C0105913867,1,1,5,115,Other
C0105913970,2,1,1,211,Other
C0105914124,1,4,4,144,Other
C0105915017,5,3,5,535,Other
C0105915077,3,5,5,355,Other
C0105916445,1,1,1,111,Other
C0105916943,4,1,1,411,Other
C0105917005,5,4,5,545,Lovers
C0105917459,3,5,5,355,Other
C0105917788,4,5,5,455,Lovers
C0105917806,2,1,1,211,Other
C0105917871,3,3,2,332,Other
C0105919214,4,3,1,431,Other
C0105919368,2,3,3,233,Other
C0105919466,5,5,4,554,Lovers
C0105919485,5,1,2,512,Other
C0105919491,2,2,2,222,Other
C0105919705,3,2,2,322,Other
C0105919866,4,1,1,411,Other
C0105920365,2,2,2,222,Other
C0105920402,3,2,2,322,Other
C0105920836,4,5,5,455,Lovers
C0105921047,1,2,2,122,Other
C0105922024,3,1,3,313,Other
C0105922416,3,2,4,324,Other
C0105922942,1,5,5,155,Ex-Lovers
C0105923219,1,2,3,123,Other
C0105923412,2,2,1,221,Other
C0105923421,1,1,1,111,Other
C0105923633,5,5,2,552,Other
C0105924072,5,5,5,555,Soulmates
C0105924570,4,1,4,414,Other
C0105924838,3,3,3,333,Other
C0105925427,4,4,3,443,Other
C0105925722,4,4,4,444,Lovers
C0105926258,2,2,4,224,Other
C0105926370,2,3,1,231,Other
C0105926430,3,1,2,312,Other
C0105926907,4,5,5,455,Lovers
C0105927025,4,3,5,435,Other
C0105927088,1,1,1,111,Other
C0105927655,3,1,5,315,Other
C0105927932,5,2,3,523,Other
C0105927973,1,1,1,111,Other
C0105928130,2,1,4,214,Other
C0105928520,2,1,2,212,Other
C0105929038,1,4,3,143,Other
C0105929272,2,2,4,224,Other
C0105929653,3,1,5,315,Other
C0105930037,1,1,2,112,Other
C0105930403,4,5,4,454,Lovers
C0105930816,5,5,4,554,Lovers
C0105930937,4,3,1,431,Other
C0105931611,2,1,2,212,Other
C0105931792,3,3,4,334,Other
C0105931866,3,1,4,314,Other
C0105932158,4,1,2,412,Other
C0105932260,4,5,5,455,Lovers
C0105932516,4,1,1,411,Other
C0105932950,5,1,3,513,Other
C0105933179,3,2,4,324,Other
C0105933264,3,4,5,345,Other
C0105933871,5,2,5,525,Other
C0105934044,5,3,5,535,Other
C0105934674,3,1,4,314,Other
C0105934746,2,1,2,212,Other
C0105935043,1,1,1,111,Other
C0105935265,4,3,5,435,Other
C0105935630,2,3,5,235,Other
C0105935753,5,2,5,525,Other
C0105935944,2,2,1,221,Other
C0105936120,4,2,1,421,Other
C0105936214,5,2,3,523,Other
C0105937463,1,5,3,153,Other
C0105938575,5,1,2,512,Other
C0105939078,2,4,3,243,Other
C0105939873,3,2,4,324,Other
C0105939920,3,5,4,354,Other
C0105941014,4,2,3,423,Other
C0105941691,1,1,1,111,Other
C0105941804,2,2,1,221,Other
C0105941874,2,1,5,215,Other
C0105941925,2,3,2,232,Other
C0105942266,5,5,3,553,Other
C0105942516,4,3,3,433,Other
C0105943297,5,5,5,555,Soulmates
C0105943961,1,1,2,112,Other
C0105944136,1,1,1,111,Other
C0105944826,3,2,3,323,Other
C0105945511,5,1,1,511,Apprentice
C0105945673,2,5,5,255,Other
C0105945792,4,1,5,415,Other
C0105946202,2,5,3,253,Other
C0105946813,2,2,4,224,Other
C0105948227,4,2,2,422,Other
C0105948656,1,1,2,112,Other
C0105949103,1,1,1,111,Other
C0105949273,1,4,2,142,Other
C0105949509,5,2,4,524,Other
C0105951945,5,5,5,555,Soulmates
C0105952595,4,1,4,414,Other
C0105952688,4,1,4,414,Other
C0105953659,5,5,4,554,Lovers
C0105953735,5,2,4,524,Other
C0105953852,4,1,4,414,Other
C0105953925,5,1,1,511,Apprentice
C0105955492,2,1,2,212,Other
C0105955588,3,3,2,332,Other
C0105956075,4,3,3,433,Other
C0105956371,5,5,1,551,Other
C0105957297,2,4,2,242,Other
C0105957940,1,2,1,121,Other
C0105958039,2,2,4,224,Other
C0105958237,4,1,4,414,Other
C0105958952,2,1,4,214,Other
C0105959009,2,3,4,234,Other
C0105959085,1,1,3,113,Other
C0105959692,2,1,2,212,Other
C0105960697,4,1,2,412,Other
C0105961340,2,4,4,244,Other
C0105962077,1,2,2,122,Other
C0105962604,5,1,2,512,Other
C0105963638,1,1,2,112,Other
C0105964434,1,1,2,112,Other
C0105964569,5,3,5,535,Other
C0105964593,4,1,3,413,Other
C0105964966,5,2,4,524,Other
C0105965887,3,1,4,314,Other
C0105966541,4,4,5,445,Lovers
C0105966886,3,3,1,331,Other
C0105967734,2,3,5,235,Other
C0105967877,5,3,2,532,Other
C0105968034,2,3,4,234,Other
C0105968207,1,1,1,111,Other
C0105968228,2,3,3,233,Other
C0105969605,2,2,3,223,Other
C0105969793,5,2,4,524,Other
C0105969941,3,2,3,323,Other
C0105970054,3,5,5,355,Other
C0105970113,4,2,4,424,Other
C0105971598,5,1,2,512,Other
C0105972209,2,1,3,213,Other
C0105973018,5,2,3,523,Other
C0105973084,3,3,3,333,Other
C0105973597,5,1,2,512,Other
C0105973709,1,1,1,111,Other
C0105973746,1,1,1,111,Other
C0105974661,3,2,4,324,Other
C0105974785,2,2,3,223,Other
C0105975540,1,1,4,114,Other
C0105976237,1,1,4,114,Other
C0105977396,5,3,3,533,Other
C0105977801,5,3,5,535,Other
C0105979413,1,1,1,111,Other
C0105979451,3,1,5,315,Other
C0105980146,3,2,3,323,Other
C0105982394,5,5,5,555,Soulmates
C0105984010,5,3,1,531,Other
C0105984060,3,3,3,333,Other
C0105984114,3,2,4,324,Other
C0105984148,3,1,5,315,Other
C0105984304,3,3,2,332,Other
C0105984875,4,3,1,431,Other
C0105985036,2,5,5,255,Other
C0105985572,3,5,5,355,Other
C0105987210,4,2,3,423,Other
C0105987398,3,2,4,324,Other
C0105987650,3,3,1,331,Other
C0105988546,2,1,1,211,Other
C0105988734,5,2,2,522,Other
C0105988840,1,1,1,111,Other
C0105988851,3,1,4,314,Other
C0105991572,1,2,4,124,Other
C0105991616,1,1,3,113,Other
C0105994668,4,1,1,411,Other
C0105997861,3,1,3,313,Other
C0105998355,5,4,4,544,Lovers
C0105999419,4,1,1,411,Other
C0106000402,2,2,1,221,Other
C0106000648,1,3,4,134,Other
C0106000659,2,2,4,224,Other
C0106002077,1,5,4,154,Other
C0106002400,5,5,5,555,Soulmates
C0106003625,5,4,1,541,Other
C0106003724,1,1,2,112,Other
C0106005051,2,3,3,233,Other
C0106005120,2,3,3,233,Other
C0106005265,3,2,3,323,Other
C0106006320,4,3,1,431,Other
C0106006853,1,1,5,115,Other
C0106009466,1,3,3,133,Other
C0106009499,1,2,1,121,Other
C0106009567,1,1,1,111,Other
C0106010575,1,1,2,112,Other
C0106010637,1,1,2,112,Other
C0106010952,4,5,3,453,Other
C0106010975,4,5,5,455,Lovers
C0106011038,5,1,2,512,Other
C0106011649,3,1,5,315,Other
C0106011710,2,2,2,222,Other
C0106011885,3,2,4,324,Other
C0106013114,1,5,3,153,Other
C0106013511,2,1,1,211,Other
C0106013602,4,1,5,415,Other
C0106013950,4,4,3,443,Other
C0106014463,3,2,3,323,Other
C0106014514,3,4,4,344,Other
C0106014716,4,5,5,455,Lovers
C0106014982,4,5,5,455,Lovers
C0106016137,5,5,5,555,Soulmates
C0106016146,5,1,1,511,Apprentice
C0106016194,5,3,4,534,Other
C0106016273,3,2,4,324,Other
C0106016364,3,1,2,312,Other
C0106016389,3,3,3,333,Other
C0106018555,1,1,2,112,Other
C0106019063,3,3,2,332,Other
C0106019609,5,5,5,555,Soulmates
C0106019863,4,1,4,414,Other
C0106020163,3,2,4,324,Other
C0106020244,4,3,5,435,Other
C0106020713,5,1,1,511,Apprentice
C0106020778,5,1,2,512,Other
C0106021033,2,4,1,241,Other
C0106021099,3,2,2,322,Other
C0106021224,4,5,1,451,Other
C0106021240,4,4,3,443,Other
C0106021626,1,5,4,154,Other
C0106022049,2,1,4,214,Other
C0106022173,2,2,2,222,Other
C0106022509,4,1,4,414,Other
C0106022593,3,5,5,355,Other
C0106022776,3,1,4,314,Other
C0106023103,1,1,1,111,Other
C0106023689,3,2,4,324,Other
C0106023702,3,4,3,343,Other
C0106024427,5,5,5,555,Soulmates
C0106024792,1,1,1,111,Other
C0106024936,2,3,4,234,Other
C0106024997,3,1,2,312,Other
C0106025081,4,1,4,414,Other
C0106025310,5,3,3,533,Other
C0106025923,5,3,4,534,Other
C0106026869,5,2,3,523,Other
C0106026931,3,2,3,323,Other
C0106027315,3,2,4,324,Other
C0106027358,4,1,1,411,Other
C0106027705,3,5,5,355,Other
C0106028158,4,1,1,411,Other
C0106028331,3,1,1,311,Other
C0106028566,4,1,1,411,Other
C0106028898,5,5,4,554,Lovers
C0106030809,3,2,2,322,Other
C0106031091,4,3,3,433,Other
C0106031996,3,1,2,312,Other
C0106032467,5,3,1,531,Other
C0106032698,5,5,4,554,Lovers
C0106033341,5,3,4,534,Other
C0106034250,2,1,2,212,Other
C0106035441,4,5,5,455,Lovers
C0106037289,1,1,1,111,Other
C0106037371,4,2,3,423,Other
C0106037417,1,1,1,111,Other
C0106037886,4,1,2,412,Other
C0106038157,2,5,3,253,Other
C0106039656,3,5,5,355,Other
C0106040285,1,5,5,155,Ex-Lovers
C0106040741,3,3,4,334,Other
C0106040849,4,3,4,434,Other
C0106040919,3,2,3,323,Other
C0106041273,2,1,1,211,Other
C0106041605,2,5,4,254,Other
C0106041791,3,1,3,313,Other
C0106042015,3,1,5,315,Other
C0106042377,1,3,3,133,Other
C0106043113,4,5,5,455,Lovers
C0106043201,1,1,1,111,Other
C0106043786,3,1,1,311,Other
C0106043816,1,3,4,134,Other
C0106044875,4,5,5,455,Lovers
C0106044927,5,5,5,555,Soulmates
C0106045015,5,2,3,523,Other
C0106045387,3,1,4,314,Other
C0106046894,1,5,4,154,Other
C0106046924,1,4,3,143,Other
C0106047419,4,1,3,413,Other
C0106047504,1,1,1,111,Other
C0106048892,4,2,3,423,Other
C0106050009,2,4,3,243,Other
C0106050251,5,5,1,551,Other
C0106051055,4,3,3,433,Other
C0106051860,3,2,2,322,Other
C0106052205,5,5,1,551,Other
C0106052582,4,4,3,443,Other
C0106053025,4,2,1,421,Other
C0106053960,2,3,3,233,Other
C0106054177,2,3,4,234,Other
C0106054286,1,1,1,111,Other
C0106054485,4,3,4,434,Other
C0106055109,2,5,5,255,Other
C0106055184,1,2,2,122,Other
C0106055590,3,1,1,311,Other
C0106055939,3,2,4,324,Other
C0106056218,2,1,3,213,Other
C0106056276,2,3,2,232,Other
C0106056362,4,2,2,422,Other
C0106056544,5,3,3,533,Other
C0106057621,2,2,3,223,Other
C0106057707,1,1,2,112,Other
C0106058312,3,3,3,333,Other
C0106058597,1,1,1,111,Other
C0106058860,4,4,2,442,Other
C0106060605,3,3,3,333,Other
C0106060733,2,1,1,211,Other
C0106061187,4,1,1,411,Other
C0106061561,1,1,2,112,Other
C0106061587,3,2,3,323,Other
C0106062746,4,2,5,425,Other
C0106062810,5,1,1,511,Apprentice
C0106063236,1,1,2,112,Other
C0106063447,1,1,1,111,Other
C0106063470,1,2,1,121,Other
C0106063784,1,1,1,111,Other
C0106064020,3,1,1,311,Other
C0106064448,2,3,4,234,Other
C0106064539,3,3,4,334,Other
C0106064688,4,2,3,423,Other
C0106064896,4,5,5,455,Lovers
C0106064923,1,1,4,114,Other
C0106065088,5,1,3,513,Other
C0106065405,2,1,3,213,Other
C0106065608,1,2,3,123,Other
C0106065900,5,1,2,512,Other
C0106067239,1,1,4,114,Other
C0106067601,3,1,5,315,Other
C0106068113,1,1,1,111,Other
C0106068196,4,3,5,435,Other
C0106068257,3,1,2,312,Other
C0106068509,3,1,4,314,Other
C0106069675,2,3,2,232,Other
C0106070763,5,2,3,523,Other
C0106071080,2,1,2,212,Other
C0106071213,3,3,2,332,Other
C0106071222,3,3,5,335,Other
C0106071224,2,2,5,225,Other
C0106071537,3,4,3,343,Other
C0106072399,5,5,4,554,Lovers
C0106072631,2,1,4,214,Other
C0106073376,1,1,3,113,Other
C0106073991,3,4,4,344,Other
C0106074081,5,1,1,511,Apprentice
C0106075080,1,1,4,114,Other
C0106075454,3,3,4,334,Other
C0106076285,4,1,2,412,Other
C0106077069,1,2,1,121,Other
C0106077274,5,2,4,524,Other
C0106078979,1,3,3,133,Other
C0106079135,3,2,1,321,Other
C0106079690,5,2,1,521,Other
C0106079948,4,5,5,455,Lovers
C0106080640,5,5,3,553,Other
C0106081730,4,3,3,433,Other
C0106081874,1,1,3,113,Other
C0106082404,2,1,5,215,Other
C0106083223,3,1,2,312,Other
C0106083818,5,4,4,544,Lovers
C0106084107,3,1,4,314,Other
C0106084855,4,1,1,411,Other
C0106085004,5,3,3,533,Other
C0106085093,5,4,2,542,Other
C0106085379,5,3,5,535,Other
C0106085456,4,2,3,423,Other
C0106086400,2,3,1,231,Other
C0106086536,4,2,4,424,Other
C0106086969,5,5,5,555,Soulmates
C0106087010,5,1,3,513,Other
C0106087373,1,1,1,111,Other
C0106087452,1,3,2,132,Other
C0106087619,2,5,5,255,Other
C0106088071,3,3,2,332,Other
C0106088656,4,2,2,422,Other
C0106089904,5,3,1,531,Other
C0106089985,4,1,4,414,Other
C0106090055,2,3,4,234,Other
C0106090062,2,3,5,235,Other
C0106090171,1,2,3,123,Other
C0106090692,5,3,4,534,Other
C0106091471,5,5,5,555,Soulmates
C0106091520,2,3,3,233,Other
C0106091696,1,2,3,123,Other
C0106092456,1,1,1,111,Other
C0106092714,1,1,1,111,Other
C0106092848,3,1,4,314,Other
C0106092911,4,1,2,412,Other
C0106093005,4,2,2,422,Other
C0106093616,5,2,5,525,Other
C0106093827,3,3,2,332,Other
C0106093857,3,2,1,321,Other
C0106094116,3,4,4,344,Other
C0106094207,5,5,5,555,Soulmates
C0106094767,5,4,3,543,Other
C0106096488,4,4,2,442,Other
C0106096911,3,1,1,311,Other
C0106097281,4,1,4,414,Other
C0106098603,5,5,3,553,Other
C0106098613,5,2,1,521,Other
C0106098777,1,1,5,115,Other
C0106099606,5,3,5,535,Other
C0106100030,5,3,5,535,Other
C0106101210,1,5,4,154,Other
C0106102434,5,3,4,534,Other
C0106102535,3,1,1,311,Other
C0106102843,2,4,4,244,Other
C0106103102,4,2,5,425,Other
C0106103987,1,1,1,111,Other
C0106104561,2,3,4,234,Other
C0106105166,5,1,3,513,Other
C0106105220,3,3,2,332,Other
C0106105374,1,1,1,111,Other
C0106105573,2,4,3,243,Other
C0106105650,3,4,4,344,Other
C0106105692,3,3,5,335,Other
C0106106164,5,1,4,514,Other
C0106106181,3,1,2,312,Other
C0106106211,1,1,2,112,Other
C0106106582,5,1,1,511,Apprentice
C0106106599,1,1,2,112,Other
C0106107054,1,1,5,115,Other
C0106107542,3,3,4,334,Other
C0106107799,2,3,2,232,Other
C0106108306,3,5,4,354,Other
C0106109781,2,3,4,234,Other
C0106110559,3,1,1,311,Other
C0106111422,5,5,5,555,Soulmates
C0106111675,1,1,2,112,Other
C0106112254,2,3,4,234,Other
C0106112690,4,5,2,452,Other
C0106113826,4,5,4,454,Lovers
C0106115022,5,1,5,515,Other
C0106116635,3,3,5,335,Other
C0106117018,2,2,1,221,Other
C0106118403,1,2,3,123,Other
C0106118956,2,3,2,232,Other
C0106119207,4,1,2,412,Other
C0106119394,4,5,3,453,Other
C0106120700,5,3,2,532,Other
C0106120711,2,3,4,234,Other
C0106120789,3,2,3,323,Other
C0106120997,2,3,3,233,Other
C0106121023,4,5,5,455,Lovers
C0106121077,4,1,2,412,Other
C0106121228,1,2,4,124,Other
C0106121435,1,1,1,111,Other
C0106122505,4,3,4,434,Other
C0106122933,4,3,3,433,Other
C0106123017,3,3,5,335,Other
C0106123050,4,3,4,434,Other
C0106123076,3,1,5,315,Other
C0106124003,3,1,2,312,Other
C0106124293,5,4,1,541,Other
C0106124313,2,3,1,231,Other
C0106124323,5,4,3,543,Other
C0106127573,4,2,4,424,Other
C0106127795,5,5,5,555,Soulmates
C0106127966,5,1,4,514,Other
C0106128395,1,1,1,111,Other
C0106128648,1,1,1,111,Other
C0106129297,3,1,1,311,Other
C0106129731,5,5,1,551,Other
C0106130585,5,1,1,511,Apprentice
C0106130612,4,3,3,433,Other
C0106130913,5,4,2,542,Other
C0106131789,1,4,4,144,Other
C0106131895,5,5,5,555,Soulmates
C0106131998,2,3,4,234,Other
C0106132436,1,1,2,112,Other
C0106133024,2,2,2,222,Other
C0106133076,2,3,3,233,Other
C0106133087,5,2,5,525,Other
C0106133204,3,5,5,355,Other
C0106133321,1,1,1,111,Other
C0106134323,4,5,4,454,Lovers
C0106134346,5,5,5,555,Soulmates
C0106134488,2,3,3,233,Other
C0106135227,2,1,2,212,Other
C0106135308,3,5,5,355,Other
C0106136076,5,3,5,535,Other
C0106137485,2,1,4,214,Other
C0106137578,3,3,4,334,Other
C0106139553,4,5,4,454,Lovers
C0106139636,4,5,1,451,Other
C0106139786,5,5,5,555,Soulmates
C0106139862,5,2,1,521,Other
C0106140648,2,4,1,241,Other
C0106141077,3,1,2,312,Other
C0106141237,5,5,5,555,Soulmates
C0106141309,5,1,1,511,Apprentice
C0106141343,3,3,2,332,Other
C0106141554,4,1,3,413,Other
C0106143113,2,2,2,222,Other
C0106143350,3,5,4,354,Other
C0106144083,1,1,1,111,Other
C0106144157,2,1,5,215,Other
C0106144717,5,1,1,511,Apprentice
C0106145649,1,1,1,111,Other
C0106145669,1,2,3,123,Other
C0106145680,5,3,2,532,Other
C0106145890,1,1,1,111,Other
C0106146018,3,4,2,342,Other
C0106146062,4,2,3,423,Other
C0106146410,3,5,5,355,Other
C0106147065,5,4,5,545,Lovers
C0106147437,5,5,4,554,Lovers
C0106148086,2,2,3,223,Other
C0106148298,1,1,1,111,Other
C0106149016,4,1,2,412,Other
C0106150742,4,1,4,414,Other
C0106151108,4,1,1,411,Other
C0106151642,4,2,2,422,Other
C0106152082,4,2,4,424,Other
C0106152152,5,2,5,525,Other
C0106152380,5,4,3,543,Other
C0106152401,5,2,2,522,Other
C0106153213,4,1,3,413,Other
C0106154214,1,1,1,111,Other
C0106154502,4,3,3,433,Other
C0106154581,1,1,2,112,Other
C0106154628,3,3,4,334,Other
C0106154927,5,4,3,543,Other
C0106155256,2,2,4,224,Other
C0106155470,1,3,4,134,Other
C0106156113,3,5,5,355,Other
C0106156446,2,2,4,224,Other
C0106156858,1,1,1,111,Other
C0106157120,1,5,5,155,Ex-Lovers
C0106157186,5,5,5,555,Soulmates
C0106158308,4,4,3,443,Other
C0106158389,4,3,2,432,Other
C0106159395,5,2,4,524,Other
C0106161331,1,2,4,124,Other
C0106162445,4,4,3,443,Other
C0106162896,4,5,5,455,Lovers
C0106163066,4,5,5,455,Lovers
C0106163271,5,3,3,533,Other
C0106163397,5,5,5,555,Soulmates
C0106163407,4,2,4,424,Other
C0106163881,4,3,4,434,Other
C0106165277,5,3,1,531,Other
C0106165340,4,5,5,455,Lovers
