CardID,R_Score,F_Score,M_Score,RFM_Segment,Segment
C0103231528,2,2,2,222,Other
C0103231604,1,1,1,111,Other
C0103231895,3,1,3,313,Other
C0103232209,2,1,4,214,Other
C0103232297,4,3,1,431,Other
C0103232396,3,2,5,325,Other
C0103232466,4,2,4,424,Other
C0103232467,2,1,2,212,Other
C0103232646,3,3,5,335,Other
C0103232877,2,3,3,233,Other
C0103233030,4,2,2,422,Other
C0103233678,2,2,1,221,Other
C0103233804,4,4,4,444,Lovers
C0103234093,1,1,2,112,Other
C0103234118,3,1,4,314,Other
C0103234183,1,1,2,112,Other
C0103235092,2,1,5,215,Other
C0103235240,4,1,2,412,Other
C0103235477,5,2,5,525,Other
C0103235502,3,3,1,331,Other
C0103235675,3,1,4,314,Other
C0103236026,2,1,1,211,Other
C0103236084,2,2,4,224,Other
C0103236109,1,1,1,111,Other
C0103236719,4,5,2,452,Other
C0103236836,1,5,4,154,Other
C0103238053,5,4,2,542,Other
C0103239875,2,1,2,212,Other
C0103240585,1,1,1,111,Other
C0103240733,2,3,5,235,Other
C0103241129,4,1,2,412,Other
C0103241392,2,4,2,242,Other
C0103241786,2,2,3,223,Other
C0103241841,1,1,1,111,Other
C0103242574,5,4,4,544,Lovers
C0103242780,2,2,4,224,Other
C0103242948,3,1,2,312,Other
C0103243287,1,4,4,144,Other
C0103243646,5,1,1,511,Apprentice
C0103243931,1,1,1,111,Other
C0103244093,2,2,2,222,Other
C0103244355,5,1,1,511,Apprentice
C0103244699,4,3,4,434,Other
C0103244771,4,1,2,412,Other
C0103244836,3,1,4,314,Other
C0103245108,1,3,4,134,Other
C0103245209,2,1,1,211,Other
C0103245473,1,1,1,111,Other
C0103245547,4,1,2,412,Other
C0103245671,3,4,3,343,Other
C0103249865,2,3,3,233,Other
C0103250282,5,5,4,554,Lovers
C0103250469,5,1,4,514,Other
C0103250570,1,1,1,111,Other
C0103250997,3,3,2,332,Other
C0103251041,3,1,1,311,Other
C0103251386,2,2,2,222,Other
C0103251414,5,1,4,514,Other
C0103251422,3,3,3,333,Other
C0103251585,1,1,1,111,Other
C0103251601,3,5,2,352,Other
C0103251847,5,1,3,513,Other
C0103251936,3,1,3,313,Other
C0103251975,3,2,1,321,Other
C0103252028,2,2,2,222,Other
C0103252248,3,5,5,355,Other
C0103252469,4,1,3,413,Other
C0103252724,3,1,3,313,Other
C0103252942,4,5,5,455,Lovers
C0103253309,3,2,2,322,Other
C0103258260,3,5,5,355,Other
C0103259317,4,5,5,455,Lovers
C0103259917,5,3,3,533,Other
C0103259926,4,3,4,434,Other
C0103260405,1,1,2,112,Other
C0103260612,1,2,3,123,Other
C0103260688,1,2,3,123,Other
C0103260766,5,1,1,511,Apprentice
C0103261032,3,3,5,335,Other
C0103261826,3,5,3,353,Other
C0103262014,1,2,3,123,Other
C0103266530,2,2,2,222,Other
C0103266924,1,1,1,111,Other
C0103267456,3,2,2,322,Other
C0103267585,2,2,4,224,Other
C0103267700,3,1,5,315,Other
C0103268038,5,1,4,514,Other
C0103269790,4,1,5,415,Other
C0103269834,3,2,5,325,Other
C0103281002,4,5,5,455,Lovers
C0103281526,4,5,5,455,Lovers
C0103281668,5,5,5,555,Soulmates
C0103281796,1,5,4,154,Other
C0103281893,5,3,2,532,Other
C0103282164,1,1,3,113,Other
C0103282339,2,3,3,233,Other
C0103282497,3,3,3,333,Other
C0103282559,3,1,3,313,Other
C0103284106,2,1,4,214,Other
C0103284422,3,1,3,313,Other
C0103284990,1,2,1,121,Other
C0103285401,5,5,4,554,Lovers
C0103285723,5,2,5,525,Other
C0103286865,2,1,3,213,Other
C0103287400,1,1,1,111,Other
C0103287481,4,2,4,424,Other
C0103287711,5,5,5,555,Soulmates
C0103287769,5,5,5,555,Soulmates
C0103287840,5,5,5,555,Soulmates
C0103288017,1,4,4,144,Other
C0103288438,2,3,4,234,Other
C0103288503,2,3,2,232,Other
C0103288564,3,1,4,314,Other
C0103288612,1,1,1,111,Other
C0103288669,3,4,5,345,Other
C0103288717,2,2,1,221,Other
C0103288809,2,4,1,241,Other
C0103289235,5,1,3,513,Other
C0103289588,3,2,5,325,Other
C0103290125,2,5,2,252,Other
C0103290158,4,1,5,415,Other
C0103290186,1,1,1,111,Other
C0103290256,2,2,2,222,Other
C0103291038,4,5,5,455,Lovers
C0103291086,5,5,5,555,Soulmates
C0103291532,5,1,1,511,Apprentice
C0103294869,2,3,5,235,Other
C0103295595,1,2,1,121,Other
C0103295887,3,1,3,313,Other
C0103296072,1,2,2,122,Other
C0103296334,2,4,4,244,Other
C0103296399,2,1,2,212,Other
C0103296692,3,1,2,312,Other
C0103297215,2,1,3,213,Other
C0103297328,4,2,1,421,Other
C0103297941,3,4,4,344,Other
C0103298988,3,2,1,321,Other
C0103299252,4,2,2,422,Other
C0103299531,4,3,5,435,Other
C0103300059,3,1,5,315,Other
C0103300306,5,5,4,554,Lovers
C0103300820,3,4,3,343,Other
C0103301182,2,3,3,233,Other
C0103301323,2,2,3,223,Other
C0103301903,5,2,4,524,Other
C0103302253,3,2,3,323,Other
C0103302861,3,2,3,323,Other
C0103302933,4,2,3,423,Other
C0103303035,4,5,5,455,Lovers
C0103303154,1,1,2,112,Other
C0103306916,3,1,3,313,Other
C0103310430,3,1,1,311,Other
C0103310497,5,5,2,552,Other
C0103310537,4,3,1,431,Other
C0103311128,2,1,2,212,Other
C0103311226,5,5,4,554,Lovers
C0103314875,1,1,4,114,Other
C0103315054,3,1,4,314,Other
C0103315302,1,1,1,111,Other
C0103315600,4,3,2,432,Other
C0103315756,4,3,4,434,Other
C0103315904,5,5,5,555,Soulmates
C0103315975,5,3,1,531,Other
C0103316170,4,3,3,433,Other
C0103316406,3,3,5,335,Other
C0103316682,4,1,1,411,Other
C0103317014,2,1,5,215,Other
C0103317038,5,2,4,524,Other
C0103319200,4,5,5,455,Lovers
C0103319423,5,5,5,555,Soulmates
C0103320200,4,1,3,413,Other
C0103320830,3,1,3,313,Other
C0103321173,3,5,5,355,Other
C0103321236,5,5,5,555,Soulmates
C0103321237,1,5,4,154,Other
C0103321907,3,1,1,311,Other
C0103322137,1,4,3,143,Other
C0103322285,5,1,1,511,Apprentice
C0103323614,3,5,5,355,Other
C0103323943,5,2,5,525,Other
C0103324193,4,3,1,431,Other
C0103324986,2,3,4,234,Other
C0103328346,4,5,5,455,Lovers
C0103329279,1,5,4,154,Other
C0103330207,5,3,3,533,Other
C0103330412,5,1,3,513,Other
C0103330809,5,5,4,554,Lovers
C0103331071,4,3,2,432,Other
C0103331352,1,5,4,154,Other
C0103331374,1,4,4,144,Other
C0103331725,4,3,4,434,Other
C0103331757,4,3,3,433,Other
C0103332279,4,5,5,455,Lovers
C0103332398,4,1,3,413,Other
C0103332930,2,2,3,223,Other
C0103333318,5,3,1,531,Other
C0103333400,4,3,2,432,Other
C0103333735,3,2,3,323,Other
C0103343608,1,5,5,155,Ex-Lovers
C0103343919,5,2,1,521,Other
C0103344027,3,3,4,334,Other
C0103344132,1,3,2,132,Other
C0103344273,2,2,2,222,Other
C0103345215,5,5,5,555,Soulmates
C0103345266,5,5,5,555,Soulmates
C0103345462,2,1,4,214,Other
C0103345641,2,3,1,231,Other
C0103345664,2,3,2,232,Other
C0103346022,3,1,3,313,Other
C0103346079,3,4,3,343,Other
C0103346446,2,5,5,255,Other
C0103346510,3,4,4,344,Other
C0103346586,2,1,1,211,Other
C0103346956,5,4,4,544,Lovers
C0103347787,5,1,3,513,Other
C0103348146,5,5,5,555,Soulmates
C0103348402,2,1,1,211,Other
C0103348853,5,4,5,545,Lovers
C0103349170,3,2,3,323,Other
C0103349812,3,3,2,332,Other
C0103350058,3,1,1,311,Other
C0103350194,1,1,1,111,Other
C0103350342,2,4,5,245,Other
C0103350392,1,5,4,154,Other
C0103350405,4,5,5,455,Lovers
C0103350821,3,1,2,312,Other
C0103350913,1,1,1,111,Other
C0103350946,1,2,1,121,Other
C0103350964,2,3,4,234,Other
C0103351082,4,3,1,431,Other
C0103351122,3,2,4,324,Other
C0103351672,3,3,1,331,Other
C0103351970,4,4,2,442,Other
C0103352298,2,2,3,223,Other
C0103352644,4,1,1,411,Other
C0103353055,3,3,4,334,Other
C0103353571,4,3,2,432,Other
C0103353889,5,2,1,521,Other
C0103353931,1,2,4,124,Other
C0103354099,4,3,2,432,Other
C0103354290,2,1,4,214,Other
C0103354347,2,3,4,234,Other
C0103354375,1,5,4,154,Other
C0103354622,5,2,3,523,Other
C0103354706,5,5,5,555,Soulmates
C0103355103,5,1,1,511,Apprentice
C0103355174,2,3,3,233,Other
C0103355282,5,2,3,523,Other
C0103355565,2,5,5,255,Other
C0103355837,5,3,1,531,Other
C0103356287,5,2,3,523,Other
C0103356524,3,3,2,332,Other
C0103356565,3,2,3,323,Other
C0103357328,5,5,5,555,Soulmates
C0103357419,1,1,1,111,Other
C0103357710,5,3,1,531,Other
C0103357807,3,3,2,332,Other
C0103357841,1,1,1,111,Other
C0103357980,2,1,3,213,Other
C0103358003,2,2,3,223,Other
C0103361664,1,1,1,111,Other
C0103361750,4,1,1,411,Other
C0103361989,2,5,2,252,Other
C0103362995,2,2,5,225,Other
C0103363201,1,1,3,113,Other
C0103363273,5,2,1,521,Other
C0103363464,5,5,5,555,Soulmates
C0103363509,4,5,4,454,Lovers
C0103363606,5,1,1,511,Apprentice
C0103364347,2,2,1,221,Other
C0103364430,2,3,4,234,Other
C0103364645,4,5,5,455,Lovers
C0103370149,4,5,3,453,Other
C0103370203,5,3,4,534,Other
C0103370566,4,5,3,453,Other
C0103370704,1,5,5,155,Ex-Lovers
C0103371285,1,1,1,111,Other
C0103371290,2,3,1,231,Other
C0103371944,4,2,1,421,Other
C0103372034,3,5,5,355,Other
C0103372264,2,3,5,235,Other
C0103372420,3,3,4,334,Other
C0103372655,2,1,2,212,Other
C0103373054,3,4,2,342,Other
C0103373207,5,1,5,515,Other
C0103373239,3,5,5,355,Other
C0103373341,1,5,4,154,Other
C0103373377,5,5,5,555,Soulmates
C0103373429,5,2,5,525,Other
C0103373430,5,2,5,525,Other
C0103377608,3,1,3,313,Other
C0103377631,1,2,3,123,Other
C0103377961,2,3,3,233,Other
C0103378098,5,1,3,513,Other
C0103379312,3,2,5,325,Other
C0103379391,3,4,2,342,Other
C0103379595,1,1,2,112,Other
C0103379677,2,4,2,242,Other
C0103379749,3,1,3,313,Other
C0103379846,2,2,5,225,Other
C0103379998,5,5,5,555,Soulmates
C0103390489,4,3,5,435,Other
C0103392191,4,3,4,434,Other
C0103392917,5,4,3,543,Other
C0103393493,1,1,1,111,Other
C0103393977,3,4,4,344,Other
C0103394567,1,1,2,112,Other
C0103394901,2,2,5,225,Other
C0103394933,1,1,3,113,Other
C0103395282,3,3,3,333,Other
C0103396176,4,4,3,443,Other
C0103396595,1,5,5,155,Ex-Lovers
C0103397213,4,2,5,425,Other
C0103397806,3,3,4,334,Other
C0103398127,2,2,1,221,Other
C0103398249,1,1,1,111,Other
C0103398313,3,5,5,355,Other
C0103398682,2,2,3,223,Other
C0103398943,4,1,1,411,Other
C0103398989,2,3,2,232,Other
C0103399073,4,3,4,434,Other
C0103399229,4,3,5,435,Other
C0103399398,1,1,3,113,Other
C0103399508,4,5,5,455,Lovers
C0103400002,5,3,2,532,Other
C0103400101,2,4,3,243,Other
C0103400589,2,1,3,213,Other
C0103401485,4,2,3,423,Other
C0103402141,2,1,1,211,Other
C0103402831,2,1,1,211,Other
C0103403005,3,4,4,344,Other
C0103403379,1,2,1,121,Other
C0103403397,2,5,5,255,Other
C0103403450,5,5,5,555,Soulmates
C0103409459,5,2,3,523,Other
C0103409496,3,1,1,311,Other
C0103410811,1,5,3,153,Other
C0103411291,2,2,3,223,Other
C0103411365,2,5,2,252,Other
C0103411731,4,2,3,423,Other
C0103412065,3,2,2,322,Other
C0103412344,5,2,3,523,Other
C0103412609,3,4,4,344,Other
C0103412867,3,4,5,345,Other
C0103413108,5,5,5,555,Soulmates
C0103413285,2,3,3,233,Other
C0103413531,4,5,1,451,Other
C0103413575,1,1,1,111,Other
C0103418614,5,3,1,531,Other
C0103418881,5,1,3,513,Other
C0103418974,1,5,5,155,Ex-Lovers
C0103419692,2,4,4,244,Other
C0103419715,1,1,2,112,Other
C0103419783,1,2,2,122,Other
C0103420197,3,5,5,355,Other
C0103420530,5,3,3,533,Other
C0103420785,5,1,1,511,Apprentice
C0103420902,3,2,4,324,Other
C0103421128,2,3,3,233,Other
C0103421216,1,1,1,111,Other
C0103421721,2,2,2,222,Other
C0103421729,2,5,5,255,Other
C0103421907,2,5,4,254,Other
C0103422291,1,1,1,111,Other
C0103424332,3,5,3,353,Other
C0103424494,5,5,5,555,Soulmates
C0103424587,3,5,4,354,Other
C0103424872,4,1,2,412,Other
C0103425157,1,5,4,154,Other
C0103425211,2,3,4,234,Other
C0103425503,2,1,3,213,Other
C0103429260,4,2,2,422,Other
C0103429542,3,3,4,334,Other
C0103430580,5,3,2,532,Other
C0103430981,4,5,5,455,Lovers
C0103431023,5,5,5,555,Soulmates
C0103431657,3,1,2,312,Other
C0103431948,5,2,5,525,Other
C0103432355,1,1,5,115,Other
C0103432453,2,2,5,225,Other
C0103432529,2,1,5,215,Other
C0103432688,2,2,2,222,Other
C0103434554,2,2,2,222,Other
C0103434774,3,2,3,323,Other
C0103434778,1,1,3,113,Other
C0103434829,3,2,2,322,Other
C0103435259,4,5,5,455,Lovers
C0103435681,1,1,1,111,Other
C0103435764,4,2,4,424,Other
C0103435829,5,1,3,513,Other
C0103435950,5,1,4,514,Other
C0103435977,1,2,4,124,Other
C0103436021,1,1,1,111,Other
C0103436200,1,1,3,113,Other
C0103436641,1,2,1,121,Other
C0103437007,1,1,2,112,Other
C0103438425,4,5,5,455,Lovers
C0103438758,1,1,2,112,Other
C0103439214,3,1,3,313,Other
C0103439702,4,2,1,421,Other
C0103439831,3,4,2,342,Other
C0103440046,4,2,1,421,Other
C0103440115,5,3,4,534,Other
C0103445898,5,5,1,551,Other
C0103452477,5,3,3,533,Other
C0103452508,2,1,5,215,Other
C0103453036,4,1,3,413,Other
C0103453118,2,1,2,212,Other
C0103453902,1,3,1,131,Other
C0103453976,3,5,5,355,Other
C0103454433,4,1,1,411,Other
C0103454602,1,1,1,111,Other
C0103454758,4,3,2,432,Other
C0103454800,2,3,2,232,Other
C0103455435,2,1,1,211,Other
C0103455636,4,2,5,425,Other
C0103455820,4,1,2,412,Other
C0103456003,2,4,4,244,Other
C0103456918,2,5,4,254,Other
C0103457232,4,4,3,443,Other
C0103457309,2,2,3,223,Other
C0103457440,3,3,4,334,Other
C0103457704,2,1,4,214,Other
C0103457797,3,1,4,314,Other
C0103457875,4,1,1,411,Other
C0103458023,1,1,5,115,Other
C0103458560,5,5,4,554,Lovers
C0103458642,4,1,5,415,Other
C0103458922,4,1,5,415,Other
C0103458942,3,5,5,355,Other
C0103459086,5,2,5,525,Other
C0103459103,3,1,1,311,Other
C0103459317,1,1,1,111,Other
C0103459583,5,1,3,513,Other
C0103459668,4,5,5,455,Lovers
C0103460145,4,5,4,454,Lovers
C0103460279,4,1,2,412,Other
C0103460777,2,2,2,222,Other
C0103460876,2,2,2,222,Other
C0103461143,4,5,5,455,Lovers
C0103461662,1,1,1,111,Other
C0103461946,4,2,4,424,Other
C0103462367,1,2,3,123,Other
C0103462382,5,2,1,521,Other
C0103463050,1,1,2,112,Other
C0103463847,1,1,1,111,Other
C0103463959,5,1,1,511,Apprentice
C0103463986,2,1,4,214,Other
C0103464329,4,3,3,433,Other
C0103464472,5,5,5,555,Soulmates
C0103464509,5,2,2,522,Other
C0103464761,3,1,3,313,Other
C0103464960,2,2,2,222,Other
C0103465163,2,3,1,231,Other
C0103465289,1,4,2,142,Other
C0103465566,1,3,1,131,Other
C0103465722,4,1,4,414,Other
C0103466013,1,1,1,111,Other
C0103466024,5,3,3,533,Other
C0103466111,3,3,4,334,Other
C0103466137,2,3,4,234,Other
C0103466311,1,1,1,111,Other
C0103466443,2,3,2,232,Other
C0103466600,4,5,5,455,Lovers
C0103467143,2,5,5,255,Other
C0103469133,3,4,3,343,Other
C0103469579,4,3,3,433,Other
C0103469838,2,2,2,222,Other
C0103470487,2,3,3,233,Other
C0103471375,2,2,4,224,Other
C0103471753,4,5,4,454,Lovers
C0103471843,2,3,2,232,Other
C0103471893,1,1,1,111,Other
C0103472049,1,1,1,111,Other
C0103472079,1,1,2,112,Other
C0103475418,2,3,2,232,Other
C0103475685,5,5,5,555,Soulmates
C0103475821,2,2,5,225,Other
C0103476011,1,1,1,111,Other
C0103476048,2,1,2,212,Other
C0103476330,5,2,3,523,Other
C0103476422,2,1,2,212,Other
C0103476567,2,1,1,211,Other
C0103476622,3,1,1,311,Other
C0103477705,5,1,1,511,Apprentice
C0103477757,3,2,2,322,Other
C0103477758,4,2,4,424,Other
C0103477834,5,3,2,532,Other
C0103478044,3,3,3,333,Other
C0103478059,2,3,5,235,Other
C0103478510,3,1,1,311,Other
C0103478811,1,5,4,154,Other
C0103479198,3,5,3,353,Other
C0103479435,2,3,3,233,Other
C0103483481,4,2,1,421,Other
C0103483583,3,2,3,323,Other
C0103483705,5,2,1,521,Other
C0103483732,3,5,3,353,Other
C0103483792,5,5,5,555,Soulmates
C0103484052,2,2,5,225,Other
C0103484126,1,1,1,111,Other
C0103484282,2,1,4,214,Other
C0103484520,3,3,3,333,Other
C0103484975,3,2,3,323,Other
C0103485141,5,4,1,541,Other
C0103485237,5,1,3,513,Other
C0103485830,3,4,4,344,Other
C0103485950,2,1,2,212,Other
C0103486184,2,3,5,235,Other
C0103486254,3,2,4,324,Other
C0103486284,2,2,4,224,Other
C0103486314,3,1,3,313,Other
C0103486537,3,2,5,325,Other
C0103498980,5,5,5,555,Soulmates
C0103499036,1,2,1,121,Other
C0103499496,2,1,2,212,Other
C0103500011,4,5,5,455,Lovers
C0103500115,4,1,3,413,Other
C0103500299,5,1,1,511,Apprentice
C0103501058,3,2,4,324,Other
C0103501060,5,5,4,554,Lovers
C0103501190,5,5,5,555,Soulmates
C0103501278,1,5,5,155,Ex-Lovers
C0103501502,3,3,1,331,Other
C0103501588,2,3,3,233,Other
C0103501732,4,4,4,444,Lovers
C0103501964,3,2,1,321,Other
C0103504090,3,2,2,322,Other
C0103504434,3,1,3,313,Other
C0103504589,2,2,3,223,Other
C0103505286,3,5,5,355,Other
C0103505374,1,5,4,154,Other
C0103505697,1,3,3,133,Other
C0103505779,3,1,1,311,Other
C0103505953,3,3,1,331,Other
C0103506521,1,2,1,121,Other
C0103507185,2,1,3,213,Other
C0103507226,2,2,3,223,Other
C0103508033,5,1,1,511,Apprentice
C0103508086,5,2,2,522,Other
C0103508637,1,1,1,111,Other
C0103509115,5,2,4,524,Other
C0103509507,2,2,5,225,Other
C0103509817,3,3,1,331,Other
C0103510441,1,3,3,133,Other
C0103510472,1,2,5,125,Other
C0103510498,4,5,5,455,Lovers
C0103510653,2,2,4,224,Other
C0103511371,3,5,4,354,Other
C0103511573,1,1,2,112,Other
C0103511713,3,1,2,312,Other
C0103511720,3,2,2,322,Other
C0103511829,3,3,2,332,Other
C0103512207,2,2,2,222,Other
C0103512501,3,1,1,311,Other
C0103517431,1,1,1,111,Other
C0103517743,4,2,2,422,Other
C0103518485,1,1,1,111,Other
C0103518875,3,4,3,343,Other
C0103519043,5,3,4,534,Other
C0103519250,3,5,4,354,Other
C0103519866,4,1,1,411,Other
C0103520140,1,1,1,111,Other
C0103520629,3,3,4,334,Other
C0103520640,4,1,4,414,Other
C0103520791,3,3,3,333,Other
C0103521042,2,2,2,222,Other
C0103521200,3,1,1,311,Other
C0103521692,4,3,1,431,Other
C0103521737,1,1,1,111,Other
C0103522220,4,3,5,435,Other
C0103522569,4,2,4,424,Other
C0103522838,3,2,3,323,Other
C0103523398,1,1,1,111,Other
C0103523671,5,5,5,555,Soulmates
C0103524037,1,1,1,111,Other
C0103524088,1,2,1,121,Other
C0103535379,5,3,4,534,Other
C0103535637,3,2,1,321,Other
C0103535757,3,1,4,314,Other
C0103535958,4,1,4,414,Other
C0103536095,5,4,5,545,Lovers
C0103536663,2,1,3,213,Other
C0103536752,1,1,1,111,Other
C0103538354,2,2,4,224,Other
C0103538594,3,3,4,334,Other
C0103539296,1,1,1,111,Other
C0103539376,3,3,2,332,Other
C0103539751,1,5,4,154,Other
C0103540271,2,1,1,211,Other
C0103540766,2,4,5,245,Other
C0103540996,1,1,1,111,Other
C0103541086,3,5,4,354,Other
C0103541497,3,4,3,343,Other
C0103541826,5,1,2,512,Other
C0103541943,1,2,1,121,Other
C0103541985,1,1,1,111,Other
C0103542753,2,5,4,254,Other
C0103542799,1,1,2,112,Other
C0103543274,4,3,1,431,Other
C0103543367,4,4,2,442,Other
C0103543439,1,5,3,153,Other
C0103543760,1,1,1,111,Other
C0103544348,5,1,2,512,Other
C0103544363,4,1,4,414,Other
C0103544572,3,3,1,331,Other
C0103544724,2,2,3,223,Other
C0103546018,2,2,3,223,Other
C0103546034,3,2,4,324,Other
C0103546420,1,2,1,121,Other
C0103546668,4,4,4,444,Lovers
C0103546755,5,3,5,535,Other
C0103547098,1,1,3,113,Other
C0103547148,5,3,4,534,Other
C0103547698,3,4,3,343,Other
C0103547793,4,1,1,411,Other
C0103552288,3,2,3,323,Other
C0103552502,2,5,5,255,Other
C0103552537,3,5,5,355,Other
C0103553727,2,1,4,214,Other
C0103553882,3,3,2,332,Other
C0103553919,2,1,1,211,Other
C0103554515,4,3,2,432,Other
C0103554765,1,1,1,111,Other
C0103555049,2,1,3,213,Other
C0103555215,2,2,5,225,Other
C0103555235,3,3,1,331,Other
C0103555297,1,1,1,111,Other
C0103567489,2,1,2,212,Other
C0103567704,5,2,2,522,Other
C0103567944,1,3,1,131,Other
C0103568141,2,2,2,222,Other
C0103568159,2,3,5,235,Other
C0103568510,4,2,1,421,Other
C0103568551,1,1,1,111,Other
C0103568589,1,1,4,114,Other
C0103568769,4,3,1,431,Other
C0103568878,3,3,1,331,Other
C0103569034,2,2,2,222,Other
C0103569206,4,3,3,433,Other
C0103569517,5,5,5,555,Soulmates
C0103569889,4,5,1,451,Other
C0103569939,5,5,3,553,Other
C0103570039,3,4,5,345,Other
C0103570102,3,1,3,313,Other
C0103570188,4,4,1,441,Other
C0103570245,4,4,4,444,Lovers
C0103570406,5,5,5,555,Soulmates
C0103570691,5,1,5,515,Other
C0103570750,2,4,3,243,Other
C0103570796,1,1,1,111,Other
C0103571755,5,2,1,521,Other
C0103571807,4,2,4,424,Other
C0103571875,2,1,4,214,Other
C0103571878,5,4,5,545,Lovers
C0103571988,1,1,1,111,Other
C0103572628,2,1,3,213,Other
C0103572636,2,4,4,244,Other
C0103572891,3,1,4,314,Other
C0103572921,3,3,3,333,Other
C0103573016,3,1,2,312,Other
C0103573334,2,3,5,235,Other
C0103574266,2,1,1,211,Other
C0103574328,1,5,5,155,Ex-Lovers
C0103574335,5,5,5,555,Soulmates
C0103574648,4,3,4,434,Other
C0103574871,1,2,1,121,Other
C0103574934,2,1,3,213,Other
C0103575199,5,4,2,542,Other
C0103575208,3,2,2,322,Other
C0103575290,3,4,2,342,Other
C0103575577,4,2,5,425,Other
C0103576348,3,2,5,325,Other
C0103576545,4,2,3,423,Other
C0103576630,2,1,5,215,Other
C0103576730,4,4,2,442,Other
C0103577371,5,5,5,555,Soulmates
C0103577480,4,2,1,421,Other
C0103577693,1,1,3,113,Other
C0103577842,3,3,3,333,Other
C0103578341,4,5,5,455,Lovers
C0103578451,5,3,1,531,Other
C0103578540,1,1,1,111,Other
C0103579209,3,3,3,333,Other
C0103579452,1,1,1,111,Other
C0103579564,5,5,5,555,Soulmates
C0103580533,3,5,5,355,Other
C0103580780,3,5,5,355,Other
C0103581023,2,3,4,234,Other
C0103581045,2,5,2,252,Other
C0103581188,4,5,2,452,Other
C0103581401,3,1,2,312,Other
C0103581993,1,1,2,112,Other
C0103582044,5,3,3,533,Other
C0103582598,1,1,2,112,Other
C0103582802,2,2,4,224,Other
C0103583178,5,2,2,522,Other
C0103583278,3,5,5,355,Other
C0103583572,3,2,5,325,Other
C0103583656,2,2,4,224,Other
C0103583939,1,1,3,113,Other
C0103584124,2,4,5,245,Other
C0103584172,2,3,2,232,Other
C0103587711,3,2,1,321,Other
C0103587930,3,2,2,322,Other
C0103587971,1,1,1,111,Other
C0103588182,2,4,4,244,Other
C0103588619,2,2,4,224,Other
C0103590092,5,1,4,514,Other
C0103590393,5,5,5,555,Soulmates
C0103594847,4,2,1,421,Other
C0103594980,1,1,2,112,Other
C0103595097,5,5,5,555,Soulmates
C0103595552,3,3,3,333,Other
C0103595610,4,2,2,422,Other
C0103595966,4,1,3,413,Other
C0103596291,2,2,4,224,Other
C0103596505,1,4,3,143,Other
C0103596705,5,2,3,523,Other
C0103596731,3,1,1,311,Other
C0103597040,5,5,4,554,Lovers
C0103597181,3,2,2,322,Other
C0103597471,5,5,5,555,Soulmates
C0103601585,3,2,5,325,Other
C0103602089,1,2,1,121,Other
C0103602259,2,1,2,212,Other
C0103602282,2,4,4,244,Other
C0103602332,1,1,1,111,Other
C0103602937,3,3,4,334,Other
C0103603137,1,3,1,131,Other
C0103603290,3,1,5,315,Other
C0103603394,2,1,4,214,Other
C0103604134,1,2,1,121,Other
C0103606032,2,1,5,215,Other
C0103606097,2,4,4,244,Other
C0103606325,4,3,2,432,Other
C0103606383,3,3,3,333,Other
C0103606423,3,5,2,352,Other
C0103606635,3,5,3,353,Other
C0103606722,5,1,2,512,Other
C0103606853,4,2,4,424,Other
C0103607197,1,2,4,124,Other
C0103607421,2,1,1,211,Other
C0103607496,4,1,5,415,Other
C0103607899,1,1,1,111,Other
C0103608448,5,3,2,532,Other
C0103608677,2,2,2,222,Other
C0103608710,2,2,4,224,Other
C0103608754,2,1,3,213,Other
C0103609217,1,5,5,155,Ex-Lovers
C0103609432,3,2,5,325,Other
C0103609548,4,5,5,455,Lovers
C0103609579,5,5,4,554,Lovers
C0103618031,2,2,5,225,Other
C0103618101,4,4,2,442,Other
C0103619353,4,5,5,455,Lovers
C0103620097,1,2,2,122,Other
C0103620275,4,1,4,414,Other
C0103620294,3,1,5,315,Other
C0103621359,5,5,5,555,Soulmates
C0103621418,5,3,4,534,Other
C0103621504,3,3,1,331,Other
C0103621994,3,3,2,332,Other
C0103623200,4,5,5,455,Lovers
C0103623485,4,4,4,444,Lovers
C0103623565,4,2,4,424,Other
C0103623771,3,1,3,313,Other
C0103623854,4,2,2,422,Other
C0103623904,2,1,1,211,Other
C0103624962,3,1,4,314,Other
C0103625177,5,1,1,511,Apprentice
C0103625393,3,1,2,312,Other
C0103626178,5,4,5,545,Lovers
C0103626416,1,1,4,114,Other
C0103626599,5,3,1,531,Other
C0103626805,2,2,3,223,Other
C0103626852,1,1,3,113,Other
C0103639031,2,2,2,222,Other
C0103639723,1,5,4,154,Other
C0103640454,4,5,1,451,Other
C0103640545,4,3,3,433,Other
C0103640588,3,3,5,335,Other
C0103640790,5,3,3,533,Other
C0103641389,3,4,2,342,Other
C0103641703,3,3,3,333,Other
C0103641817,3,1,1,311,Other
C0103641834,2,5,5,255,Other
C0103641991,4,1,1,411,Other
C0103642744,1,1,1,111,Other
C0103642922,4,4,4,444,Lovers
C0103645971,5,5,5,555,Soulmates
C0103646092,1,2,1,121,Other
C0103646153,5,4,5,545,Lovers
C0103646315,3,2,4,324,Other
C0103646376,1,1,2,112,Other
C0103646393,1,5,4,154,Other
C0103646917,2,5,3,253,Other
C0103647223,2,3,1,231,Other
C0103647279,4,3,4,434,Other
C0103647320,1,1,1,111,Other
C0103647647,3,3,2,332,Other
C0103648226,5,5,3,553,Other
C0103650681,3,5,5,355,Other
C0103651301,5,5,5,555,Soulmates
